id,left,top,right,bottom,NUMPOINTS
63829,318385.187931579654105,-81073.699313577963039,322385.187931579654105,-87073.699313577963039,0
63830,318385.187931579654105,-87073.699313577963039,322385.187931579654105,-93073.699313577963039,0
63831,318385.187931579654105,-93073.699313577963039,322385.187931579654105,-99073.699313577963039,0
63824,318385.187931579654105,-51073.699313577963039,322385.187931579654105,-57073.699313577963039,0
63825,318385.187931579654105,-57073.699313577963039,322385.187931579654105,-63073.699313577963039,0
63826,318385.187931579654105,-63073.699313577963039,322385.187931579654105,-69073.699313577963039,0
63827,318385.187931579654105,-69073.699313577963039,322385.187931579654105,-75073.699313577963039,0
63548,314385.187931579654105,146926.300686422036961,318385.187931579654105,140926.300686422036961,0
63549,314385.187931579654105,140926.300686422036961,318385.187931579654105,134926.300686422036961,0
63550,314385.187931579654105,134926.300686422036961,318385.187931579654105,128926.300686422036961,1
63551,314385.187931579654105,128926.300686422036961,318385.187931579654105,122926.300686422036961,4
63545,314385.187931579654105,164926.300686422036961,318385.187931579654105,158926.300686422036961,0
63546,314385.187931579654105,158926.300686422036961,318385.187931579654105,152926.300686422036961,5
63547,314385.187931579654105,152926.300686422036961,318385.187931579654105,146926.300686422036961,6
63588,314385.187931579654105,-93073.699313577963039,318385.187931579654105,-99073.699313577963039,0
63589,314385.187931579654105,-99073.699313577963039,318385.187931579654105,-105073.699313577963039,0
63590,314385.187931579654105,-105073.699313577963039,318385.187931579654105,-111073.699313577963039,0
63584,314385.187931579654105,-69073.699313577963039,318385.187931579654105,-75073.699313577963039,0
63585,314385.187931579654105,-75073.699313577963039,318385.187931579654105,-81073.699313577963039,0
63586,314385.187931579654105,-81073.699313577963039,318385.187931579654105,-87073.699313577963039,0
63587,314385.187931579654105,-87073.699313577963039,318385.187931579654105,-93073.699313577963039,0
63564,314385.187931579654105,50926.300686422036961,318385.187931579654105,44926.300686422036961,0
63565,314385.187931579654105,44926.300686422036961,318385.187931579654105,38926.300686422036961,0
63566,314385.187931579654105,38926.300686422036961,318385.187931579654105,32926.300686422036961,1
63567,314385.187931579654105,32926.300686422036961,318385.187931579654105,26926.300686422036961,0
63560,314385.187931579654105,74926.300686422036961,318385.187931579654105,68926.300686422036961,0
63561,314385.187931579654105,68926.300686422036961,318385.187931579654105,62926.300686422036961,1
63562,314385.187931579654105,62926.300686422036961,318385.187931579654105,56926.300686422036961,0
63563,314385.187931579654105,56926.300686422036961,318385.187931579654105,50926.300686422036961,1
63556,314385.187931579654105,98926.300686422036961,318385.187931579654105,92926.300686422036961,0
63557,314385.187931579654105,92926.300686422036961,318385.187931579654105,86926.300686422036961,0
63558,314385.187931579654105,86926.300686422036961,318385.187931579654105,80926.300686422036961,0
63559,314385.187931579654105,80926.300686422036961,318385.187931579654105,74926.300686422036961,0
63552,314385.187931579654105,122926.300686422036961,318385.187931579654105,116926.300686422036961,1
63553,314385.187931579654105,116926.300686422036961,318385.187931579654105,110926.300686422036961,0
63554,314385.187931579654105,110926.300686422036961,318385.187931579654105,104926.300686422036961,0
63555,314385.187931579654105,104926.300686422036961,318385.187931579654105,98926.300686422036961,0
63580,314385.187931579654105,-45073.699313577963039,318385.187931579654105,-51073.699313577963039,0
63581,314385.187931579654105,-51073.699313577963039,318385.187931579654105,-57073.699313577963039,0
63582,314385.187931579654105,-57073.699313577963039,318385.187931579654105,-63073.699313577963039,0
63583,314385.187931579654105,-63073.699313577963039,318385.187931579654105,-69073.699313577963039,0
63576,314385.187931579654105,-21073.699313577963039,318385.187931579654105,-27073.699313577963039,0
63577,314385.187931579654105,-27073.699313577963039,318385.187931579654105,-33073.699313577963039,0
63578,314385.187931579654105,-33073.699313577963039,318385.187931579654105,-39073.699313577963039,0
63579,314385.187931579654105,-39073.699313577963039,318385.187931579654105,-45073.699313577963039,0
63572,314385.187931579654105,2926.300686422036961,318385.187931579654105,-3073.699313577963039,0
63573,314385.187931579654105,-3073.699313577963039,318385.187931579654105,-9073.699313577963039,0
63574,314385.187931579654105,-9073.699313577963039,318385.187931579654105,-15073.699313577963039,0
63575,314385.187931579654105,-15073.699313577963039,318385.187931579654105,-21073.699313577963039,0
63568,314385.187931579654105,26926.300686422036961,318385.187931579654105,20926.300686422036961,0
63569,314385.187931579654105,20926.300686422036961,318385.187931579654105,14926.300686422036961,0
63570,314385.187931579654105,14926.300686422036961,318385.187931579654105,8926.300686422036961,0
63571,314385.187931579654105,8926.300686422036961,318385.187931579654105,2926.300686422036961,0
64300,326385.187931579654105,8926.300686422036961,330385.187931579654105,2926.300686422036961,0
64301,326385.187931579654105,2926.300686422036961,330385.187931579654105,-3073.699313577963039,0
64302,326385.187931579654105,-3073.699313577963039,330385.187931579654105,-9073.699313577963039,0
64303,326385.187931579654105,-9073.699313577963039,330385.187931579654105,-15073.699313577963039,0
64296,326385.187931579654105,32926.300686422036961,330385.187931579654105,26926.300686422036961,0
64297,326385.187931579654105,26926.300686422036961,330385.187931579654105,20926.300686422036961,0
64298,326385.187931579654105,20926.300686422036961,330385.187931579654105,14926.300686422036961,0
64299,326385.187931579654105,14926.300686422036961,330385.187931579654105,8926.300686422036961,0
64292,326385.187931579654105,56926.300686422036961,330385.187931579654105,50926.300686422036961,0
64293,326385.187931579654105,50926.300686422036961,330385.187931579654105,44926.300686422036961,1
64294,326385.187931579654105,44926.300686422036961,330385.187931579654105,38926.300686422036961,0
64295,326385.187931579654105,38926.300686422036961,330385.187931579654105,32926.300686422036961,0
64288,326385.187931579654105,80926.300686422036961,330385.187931579654105,74926.300686422036961,0
64289,326385.187931579654105,74926.300686422036961,330385.187931579654105,68926.300686422036961,0
64290,326385.187931579654105,68926.300686422036961,330385.187931579654105,62926.300686422036961,0
64291,326385.187931579654105,62926.300686422036961,330385.187931579654105,56926.300686422036961,0
64316,326385.187931579654105,-87073.699313577963039,330385.187931579654105,-93073.699313577963039,0
64317,326385.187931579654105,-93073.699313577963039,330385.187931579654105,-99073.699313577963039,0
64318,326385.187931579654105,-99073.699313577963039,330385.187931579654105,-105073.699313577963039,0
64319,326385.187931579654105,-105073.699313577963039,330385.187931579654105,-111073.699313577963039,0
64312,326385.187931579654105,-63073.699313577963039,330385.187931579654105,-69073.699313577963039,0
64313,326385.187931579654105,-69073.699313577963039,330385.187931579654105,-75073.699313577963039,0
64314,326385.187931579654105,-75073.699313577963039,330385.187931579654105,-81073.699313577963039,0
64315,326385.187931579654105,-81073.699313577963039,330385.187931579654105,-87073.699313577963039,0
64308,326385.187931579654105,-39073.699313577963039,330385.187931579654105,-45073.699313577963039,0
64309,326385.187931579654105,-45073.699313577963039,330385.187931579654105,-51073.699313577963039,0
64310,326385.187931579654105,-51073.699313577963039,330385.187931579654105,-57073.699313577963039,0
64311,326385.187931579654105,-57073.699313577963039,330385.187931579654105,-63073.699313577963039,0
64304,326385.187931579654105,-15073.699313577963039,330385.187931579654105,-21073.699313577963039,0
64305,326385.187931579654105,-21073.699313577963039,330385.187931579654105,-27073.699313577963039,0
64306,326385.187931579654105,-27073.699313577963039,330385.187931579654105,-33073.699313577963039,0
64307,326385.187931579654105,-33073.699313577963039,330385.187931579654105,-39073.699313577963039,0
64284,326385.187931579654105,104926.300686422036961,330385.187931579654105,98926.300686422036961,0
64285,326385.187931579654105,98926.300686422036961,330385.187931579654105,92926.300686422036961,0
64286,326385.187931579654105,92926.300686422036961,330385.187931579654105,86926.300686422036961,1
64287,326385.187931579654105,86926.300686422036961,330385.187931579654105,80926.300686422036961,0
64280,326385.187931579654105,128926.300686422036961,330385.187931579654105,122926.300686422036961,1
64281,326385.187931579654105,122926.300686422036961,330385.187931579654105,116926.300686422036961,0
64282,326385.187931579654105,116926.300686422036961,330385.187931579654105,110926.300686422036961,0
64283,326385.187931579654105,110926.300686422036961,330385.187931579654105,104926.300686422036961,0
64276,326385.187931579654105,152926.300686422036961,330385.187931579654105,146926.300686422036961,3
64277,326385.187931579654105,146926.300686422036961,330385.187931579654105,140926.300686422036961,5
64278,326385.187931579654105,140926.300686422036961,330385.187931579654105,134926.300686422036961,7
64279,326385.187931579654105,134926.300686422036961,330385.187931579654105,128926.300686422036961,1
64272,326385.187931579654105,176926.300686422036961,330385.187931579654105,170926.300686422036961,0
64273,326385.187931579654105,170926.300686422036961,330385.187931579654105,164926.300686422036961,0
64044,322385.187931579654105,86926.300686422036961,326385.187931579654105,80926.300686422036961,0
64045,322385.187931579654105,80926.300686422036961,326385.187931579654105,74926.300686422036961,1
64046,322385.187931579654105,74926.300686422036961,326385.187931579654105,68926.300686422036961,0
64047,322385.187931579654105,68926.300686422036961,326385.187931579654105,62926.300686422036961,0
64040,322385.187931579654105,110926.300686422036961,326385.187931579654105,104926.300686422036961,0
64041,322385.187931579654105,104926.300686422036961,326385.187931579654105,98926.300686422036961,1
64042,322385.187931579654105,98926.300686422036961,326385.187931579654105,92926.300686422036961,0
64043,322385.187931579654105,92926.300686422036961,326385.187931579654105,86926.300686422036961,0
64036,322385.187931579654105,134926.300686422036961,326385.187931579654105,128926.300686422036961,1
64037,322385.187931579654105,128926.300686422036961,326385.187931579654105,122926.300686422036961,2
64038,322385.187931579654105,122926.300686422036961,326385.187931579654105,116926.300686422036961,1
64039,322385.187931579654105,116926.300686422036961,326385.187931579654105,110926.300686422036961,0
64032,322385.187931579654105,158926.300686422036961,326385.187931579654105,152926.300686422036961,0
64033,322385.187931579654105,152926.300686422036961,326385.187931579654105,146926.300686422036961,4
64034,322385.187931579654105,146926.300686422036961,326385.187931579654105,140926.300686422036961,3
64035,322385.187931579654105,140926.300686422036961,326385.187931579654105,134926.300686422036961,3
64060,322385.187931579654105,-9073.699313577963039,326385.187931579654105,-15073.699313577963039,0
64061,322385.187931579654105,-15073.699313577963039,326385.187931579654105,-21073.699313577963039,0
64062,322385.187931579654105,-21073.699313577963039,326385.187931579654105,-27073.699313577963039,0
64063,322385.187931579654105,-27073.699313577963039,326385.187931579654105,-33073.699313577963039,0
64056,322385.187931579654105,14926.300686422036961,326385.187931579654105,8926.300686422036961,0
64057,322385.187931579654105,8926.300686422036961,326385.187931579654105,2926.300686422036961,0
64058,322385.187931579654105,2926.300686422036961,326385.187931579654105,-3073.699313577963039,0
64059,322385.187931579654105,-3073.699313577963039,326385.187931579654105,-9073.699313577963039,0
64052,322385.187931579654105,38926.300686422036961,326385.187931579654105,32926.300686422036961,0
64053,322385.187931579654105,32926.300686422036961,326385.187931579654105,26926.300686422036961,0
64054,322385.187931579654105,26926.300686422036961,326385.187931579654105,20926.300686422036961,0
64055,322385.187931579654105,20926.300686422036961,326385.187931579654105,14926.300686422036961,0
64048,322385.187931579654105,62926.300686422036961,326385.187931579654105,56926.300686422036961,0
64049,322385.187931579654105,56926.300686422036961,326385.187931579654105,50926.300686422036961,0
64050,322385.187931579654105,50926.300686422036961,326385.187931579654105,44926.300686422036961,0
64051,322385.187931579654105,44926.300686422036961,326385.187931579654105,38926.300686422036961,0
64029,322385.187931579654105,176926.300686422036961,326385.187931579654105,170926.300686422036961,0
64030,322385.187931579654105,170926.300686422036961,326385.187931579654105,164926.300686422036961,0
64076,322385.187931579654105,-105073.699313577963039,326385.187931579654105,-111073.699313577963039,0
64072,322385.187931579654105,-81073.699313577963039,326385.187931579654105,-87073.699313577963039,0
64073,322385.187931579654105,-87073.699313577963039,326385.187931579654105,-93073.699313577963039,0
64074,322385.187931579654105,-93073.699313577963039,326385.187931579654105,-99073.699313577963039,0
64075,322385.187931579654105,-99073.699313577963039,326385.187931579654105,-105073.699313577963039,0
64068,322385.187931579654105,-57073.699313577963039,326385.187931579654105,-63073.699313577963039,0
64069,322385.187931579654105,-63073.699313577963039,326385.187931579654105,-69073.699313577963039,0
64070,322385.187931579654105,-69073.699313577963039,326385.187931579654105,-75073.699313577963039,0
64071,322385.187931579654105,-75073.699313577963039,326385.187931579654105,-81073.699313577963039,0
64064,322385.187931579654105,-33073.699313577963039,326385.187931579654105,-39073.699313577963039,0
64065,322385.187931579654105,-39073.699313577963039,326385.187931579654105,-45073.699313577963039,0
64066,322385.187931579654105,-45073.699313577963039,326385.187931579654105,-51073.699313577963039,0
64067,322385.187931579654105,-51073.699313577963039,326385.187931579654105,-57073.699313577963039,0
65004,338385.187931579654105,158926.300686422036961,342385.187931579654105,152926.300686422036961,0
65005,338385.187931579654105,152926.300686422036961,342385.187931579654105,146926.300686422036961,3
65006,338385.187931579654105,146926.300686422036961,342385.187931579654105,140926.300686422036961,8
65007,338385.187931579654105,140926.300686422036961,342385.187931579654105,134926.300686422036961,3
65000,338385.187931579654105,182926.300686422036961,342385.187931579654105,176926.300686422036961,0
65001,338385.187931579654105,176926.300686422036961,342385.187931579654105,170926.300686422036961,4
65002,338385.187931579654105,170926.300686422036961,342385.187931579654105,164926.300686422036961,3
65003,338385.187931579654105,164926.300686422036961,342385.187931579654105,158926.300686422036961,1
64999,338385.187931579654105,188926.300686422036961,342385.187931579654105,182926.300686422036961,0
65020,338385.187931579654105,62926.300686422036961,342385.187931579654105,56926.300686422036961,0
65021,338385.187931579654105,56926.300686422036961,342385.187931579654105,50926.300686422036961,0
65022,338385.187931579654105,50926.300686422036961,342385.187931579654105,44926.300686422036961,0
65023,338385.187931579654105,44926.300686422036961,342385.187931579654105,38926.300686422036961,0
65016,338385.187931579654105,86926.300686422036961,342385.187931579654105,80926.300686422036961,0
65017,338385.187931579654105,80926.300686422036961,342385.187931579654105,74926.300686422036961,0
65018,338385.187931579654105,74926.300686422036961,342385.187931579654105,68926.300686422036961,1
65019,338385.187931579654105,68926.300686422036961,342385.187931579654105,62926.300686422036961,0
65012,338385.187931579654105,110926.300686422036961,342385.187931579654105,104926.300686422036961,0
65013,338385.187931579654105,104926.300686422036961,342385.187931579654105,98926.300686422036961,0
65014,338385.187931579654105,98926.300686422036961,342385.187931579654105,92926.300686422036961,0
65015,338385.187931579654105,92926.300686422036961,342385.187931579654105,86926.300686422036961,1
65008,338385.187931579654105,134926.300686422036961,342385.187931579654105,128926.300686422036961,1
65009,338385.187931579654105,128926.300686422036961,342385.187931579654105,122926.300686422036961,2
65010,338385.187931579654105,122926.300686422036961,342385.187931579654105,116926.300686422036961,2
65011,338385.187931579654105,116926.300686422036961,342385.187931579654105,110926.300686422036961,0
64804,334385.187931579654105,-99073.699313577963039,338385.187931579654105,-105073.699313577963039,0
64805,334385.187931579654105,-105073.699313577963039,338385.187931579654105,-111073.699313577963039,0
64800,334385.187931579654105,-75073.699313577963039,338385.187931579654105,-81073.699313577963039,0
64801,334385.187931579654105,-81073.699313577963039,338385.187931579654105,-87073.699313577963039,0
64802,334385.187931579654105,-87073.699313577963039,338385.187931579654105,-93073.699313577963039,0
64803,334385.187931579654105,-93073.699313577963039,338385.187931579654105,-99073.699313577963039,0
64780,334385.187931579654105,44926.300686422036961,338385.187931579654105,38926.300686422036961,0
64781,334385.187931579654105,38926.300686422036961,338385.187931579654105,32926.300686422036961,0
64782,334385.187931579654105,32926.300686422036961,338385.187931579654105,26926.300686422036961,0
64783,334385.187931579654105,26926.300686422036961,338385.187931579654105,20926.300686422036961,0
64776,334385.187931579654105,68926.300686422036961,338385.187931579654105,62926.300686422036961,0
64777,334385.187931579654105,62926.300686422036961,338385.187931579654105,56926.300686422036961,0
64778,334385.187931579654105,56926.300686422036961,338385.187931579654105,50926.300686422036961,0
64779,334385.187931579654105,50926.300686422036961,338385.187931579654105,44926.300686422036961,0
64772,334385.187931579654105,92926.300686422036961,338385.187931579654105,86926.300686422036961,0
64773,334385.187931579654105,86926.300686422036961,338385.187931579654105,80926.300686422036961,1
64774,334385.187931579654105,80926.300686422036961,338385.187931579654105,74926.300686422036961,1
64775,334385.187931579654105,74926.300686422036961,338385.187931579654105,68926.300686422036961,0
64768,334385.187931579654105,116926.300686422036961,338385.187931579654105,110926.300686422036961,1
64769,334385.187931579654105,110926.300686422036961,338385.187931579654105,104926.300686422036961,1
64770,334385.187931579654105,104926.300686422036961,338385.187931579654105,98926.300686422036961,0
64771,334385.187931579654105,98926.300686422036961,338385.187931579654105,92926.300686422036961,0
64796,334385.187931579654105,-51073.699313577963039,338385.187931579654105,-57073.699313577963039,0
64797,334385.187931579654105,-57073.699313577963039,338385.187931579654105,-63073.699313577963039,0
64798,334385.187931579654105,-63073.699313577963039,338385.187931579654105,-69073.699313577963039,0
64799,334385.187931579654105,-69073.699313577963039,338385.187931579654105,-75073.699313577963039,0
64792,334385.187931579654105,-27073.699313577963039,338385.187931579654105,-33073.699313577963039,0
64793,334385.187931579654105,-33073.699313577963039,338385.187931579654105,-39073.699313577963039,0
64794,334385.187931579654105,-39073.699313577963039,338385.187931579654105,-45073.699313577963039,0
64795,334385.187931579654105,-45073.699313577963039,338385.187931579654105,-51073.699313577963039,0
64788,334385.187931579654105,-3073.699313577963039,338385.187931579654105,-9073.699313577963039,0
64789,334385.187931579654105,-9073.699313577963039,338385.187931579654105,-15073.699313577963039,0
64790,334385.187931579654105,-15073.699313577963039,338385.187931579654105,-21073.699313577963039,0
64791,334385.187931579654105,-21073.699313577963039,338385.187931579654105,-27073.699313577963039,0
64784,334385.187931579654105,20926.300686422036961,338385.187931579654105,14926.300686422036961,0
64785,334385.187931579654105,14926.300686422036961,338385.187931579654105,8926.300686422036961,0
64786,334385.187931579654105,8926.300686422036961,338385.187931579654105,2926.300686422036961,0
64787,334385.187931579654105,2926.300686422036961,338385.187931579654105,-3073.699313577963039,0
64764,334385.187931579654105,140926.300686422036961,338385.187931579654105,134926.300686422036961,1
64765,334385.187931579654105,134926.300686422036961,338385.187931579654105,128926.300686422036961,0
64766,334385.187931579654105,128926.300686422036961,338385.187931579654105,122926.300686422036961,0
64767,334385.187931579654105,122926.300686422036961,338385.187931579654105,116926.300686422036961,0
64760,334385.187931579654105,164926.300686422036961,338385.187931579654105,158926.300686422036961,3
64761,334385.187931579654105,158926.300686422036961,338385.187931579654105,152926.300686422036961,2
64762,334385.187931579654105,152926.300686422036961,338385.187931579654105,146926.300686422036961,3
64763,334385.187931579654105,146926.300686422036961,338385.187931579654105,140926.300686422036961,1
64757,334385.187931579654105,182926.300686422036961,338385.187931579654105,176926.300686422036961,3
64758,334385.187931579654105,176926.300686422036961,338385.187931579654105,170926.300686422036961,8
64759,334385.187931579654105,170926.300686422036961,338385.187931579654105,164926.300686422036961,1
64556,330385.187931579654105,-69073.699313577963039,334385.187931579654105,-75073.699313577963039,0
64557,330385.187931579654105,-75073.699313577963039,334385.187931579654105,-81073.699313577963039,0
64558,330385.187931579654105,-81073.699313577963039,334385.187931579654105,-87073.699313577963039,0
64559,330385.187931579654105,-87073.699313577963039,334385.187931579654105,-93073.699313577963039,0
64552,330385.187931579654105,-45073.699313577963039,334385.187931579654105,-51073.699313577963039,0
64553,330385.187931579654105,-51073.699313577963039,334385.187931579654105,-57073.699313577963039,0
64554,330385.187931579654105,-57073.699313577963039,334385.187931579654105,-63073.699313577963039,0
64555,330385.187931579654105,-63073.699313577963039,334385.187931579654105,-69073.699313577963039,0
64548,330385.187931579654105,-21073.699313577963039,334385.187931579654105,-27073.699313577963039,0
64549,330385.187931579654105,-27073.699313577963039,334385.187931579654105,-33073.699313577963039,0
64550,330385.187931579654105,-33073.699313577963039,334385.187931579654105,-39073.699313577963039,0
64551,330385.187931579654105,-39073.699313577963039,334385.187931579654105,-45073.699313577963039,0
64544,330385.187931579654105,2926.300686422036961,334385.187931579654105,-3073.699313577963039,0
64545,330385.187931579654105,-3073.699313577963039,334385.187931579654105,-9073.699313577963039,0
64546,330385.187931579654105,-9073.699313577963039,334385.187931579654105,-15073.699313577963039,0
64547,330385.187931579654105,-15073.699313577963039,334385.187931579654105,-21073.699313577963039,0
64560,330385.187931579654105,-93073.699313577963039,334385.187931579654105,-99073.699313577963039,0
64561,330385.187931579654105,-99073.699313577963039,334385.187931579654105,-105073.699313577963039,0
64562,330385.187931579654105,-105073.699313577963039,334385.187931579654105,-111073.699313577963039,0
64524,330385.187931579654105,122926.300686422036961,334385.187931579654105,116926.300686422036961,3
64525,330385.187931579654105,116926.300686422036961,334385.187931579654105,110926.300686422036961,5
64526,330385.187931579654105,110926.300686422036961,334385.187931579654105,104926.300686422036961,1
64527,330385.187931579654105,104926.300686422036961,334385.187931579654105,98926.300686422036961,0
64520,330385.187931579654105,146926.300686422036961,334385.187931579654105,140926.300686422036961,9
64521,330385.187931579654105,140926.300686422036961,334385.187931579654105,134926.300686422036961,4
64522,330385.187931579654105,134926.300686422036961,334385.187931579654105,128926.300686422036961,1
64523,330385.187931579654105,128926.300686422036961,334385.187931579654105,122926.300686422036961,1
64518,330385.187931579654105,158926.300686422036961,334385.187931579654105,152926.300686422036961,4
64519,330385.187931579654105,152926.300686422036961,334385.187931579654105,146926.300686422036961,25
64514,330385.187931579654105,182926.300686422036961,334385.187931579654105,176926.300686422036961,0
64515,330385.187931579654105,176926.300686422036961,334385.187931579654105,170926.300686422036961,1
64540,330385.187931579654105,26926.300686422036961,334385.187931579654105,20926.300686422036961,0
64541,330385.187931579654105,20926.300686422036961,334385.187931579654105,14926.300686422036961,0
64542,330385.187931579654105,14926.300686422036961,334385.187931579654105,8926.300686422036961,0
64543,330385.187931579654105,8926.300686422036961,334385.187931579654105,2926.300686422036961,0
64536,330385.187931579654105,50926.300686422036961,334385.187931579654105,44926.300686422036961,0
64537,330385.187931579654105,44926.300686422036961,334385.187931579654105,38926.300686422036961,0
64538,330385.187931579654105,38926.300686422036961,334385.187931579654105,32926.300686422036961,0
64539,330385.187931579654105,32926.300686422036961,334385.187931579654105,26926.300686422036961,0
64532,330385.187931579654105,74926.300686422036961,334385.187931579654105,68926.300686422036961,0
64533,330385.187931579654105,68926.300686422036961,334385.187931579654105,62926.300686422036961,0
64534,330385.187931579654105,62926.300686422036961,334385.187931579654105,56926.300686422036961,0
64535,330385.187931579654105,56926.300686422036961,334385.187931579654105,50926.300686422036961,0
64528,330385.187931579654105,98926.300686422036961,334385.187931579654105,92926.300686422036961,0
64529,330385.187931579654105,92926.300686422036961,334385.187931579654105,86926.300686422036961,0
64530,330385.187931579654105,86926.300686422036961,334385.187931579654105,80926.300686422036961,0
64531,330385.187931579654105,80926.300686422036961,334385.187931579654105,74926.300686422036961,0
65516,346385.187931579654105,2926.300686422036961,350385.187931579654105,-3073.699313577963039,0
65517,346385.187931579654105,-3073.699313577963039,350385.187931579654105,-9073.699313577963039,0
65518,346385.187931579654105,-9073.699313577963039,350385.187931579654105,-15073.699313577963039,0
65519,346385.187931579654105,-15073.699313577963039,350385.187931579654105,-21073.699313577963039,0
65512,346385.187931579654105,26926.300686422036961,350385.187931579654105,20926.300686422036961,0
65513,346385.187931579654105,20926.300686422036961,350385.187931579654105,14926.300686422036961,0
65514,346385.187931579654105,14926.300686422036961,350385.187931579654105,8926.300686422036961,0
65515,346385.187931579654105,8926.300686422036961,350385.187931579654105,2926.300686422036961,0
65508,346385.187931579654105,50926.300686422036961,350385.187931579654105,44926.300686422036961,0
65509,346385.187931579654105,44926.300686422036961,350385.187931579654105,38926.300686422036961,0
65510,346385.187931579654105,38926.300686422036961,350385.187931579654105,32926.300686422036961,0
65511,346385.187931579654105,32926.300686422036961,350385.187931579654105,26926.300686422036961,0
65504,346385.187931579654105,74926.300686422036961,350385.187931579654105,68926.300686422036961,0
65505,346385.187931579654105,68926.300686422036961,350385.187931579654105,62926.300686422036961,0
65506,346385.187931579654105,62926.300686422036961,350385.187931579654105,56926.300686422036961,1
65507,346385.187931579654105,56926.300686422036961,350385.187931579654105,50926.300686422036961,0
65532,346385.187931579654105,-93073.699313577963039,350385.187931579654105,-99073.699313577963039,0
65533,346385.187931579654105,-99073.699313577963039,350385.187931579654105,-105073.699313577963039,0
65534,346385.187931579654105,-105073.699313577963039,350385.187931579654105,-111073.699313577963039,0
65528,346385.187931579654105,-69073.699313577963039,350385.187931579654105,-75073.699313577963039,0
65529,346385.187931579654105,-75073.699313577963039,350385.187931579654105,-81073.699313577963039,0
65530,346385.187931579654105,-81073.699313577963039,350385.187931579654105,-87073.699313577963039,0
65531,346385.187931579654105,-87073.699313577963039,350385.187931579654105,-93073.699313577963039,0
65524,346385.187931579654105,-45073.699313577963039,350385.187931579654105,-51073.699313577963039,0
65525,346385.187931579654105,-51073.699313577963039,350385.187931579654105,-57073.699313577963039,0
65526,346385.187931579654105,-57073.699313577963039,350385.187931579654105,-63073.699313577963039,0
65527,346385.187931579654105,-63073.699313577963039,350385.187931579654105,-69073.699313577963039,0
65520,346385.187931579654105,-21073.699313577963039,350385.187931579654105,-27073.699313577963039,0
